product_id,parent_category,manufacturer_id,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5
4985,3898.0,523,6,1,503,0,186
16538,3898.0,523,6,0,503,0,184
15809,2028.0,453,4,1,458,0,-1
30109,3898.0,303,4,0,468,0,108
23676,2028.0,453,4,1,458,0,-1
18744,2457.0,1433,4,0,386,0,16
1932,1468.0,186,4,0,319,0,144
12137,3898.0,523,10,0,503,0,17
26808,3555.0,1416,10,1,465,0,133
13586,3137.0,879,4,0,474,0,-1
612,2566.0,514,4,0,370,3,89
12095,2509.0,993,4,0,282,0,66
10837,2509.0,993,4,0,282,0,66
4874,2028.0,453,4,0,458,0,-1
31630,2028.0,453,4,0,458,0,-1
7190,3056.0,186,6,0,207,0,17
7228,566.0,1371,4,1,514,0,187
30977,3232.0,249,10,1,503,0,17
23181,3555.0,1416,10,1,465,0,133
25048,422.0,221,6,2,500,3,116
29485,1072.0,105,6,1,495,3,-1
24850,965.0,363,4,0,506,3,-1
22541,3056.0,342,6,1,181,0,17
9608,1072.0,75,6,1,495,0,146
16763,1072.0,615,4,0,487,3,16
3565,3056.0,62,4,0,491,3,66
26018,3898.0,1126,10,3,533,0,45
13358,3898.0,1126,10,2,533,0,45
2486,1072.0,280,4,1,485,0,44
778,413.0,1277,4,1,487,0,144
31821,3288.0,342,4,2,102,0,144
31803,3898.0,966,10,1,27,3,147
20945,3898.0,966,10,0,27,3,147
3898,3860.0,1410,4,1,491,0,66
13556,2920.0,449,4,0,535,3,105
687,3898.0,771,10,1,502,0,178
7459,3898.0,1338,4,3,487,3,81
29401,2920.0,449,4,0,535,3,105
10820,3565.0,1111,10,1,487,3,152
25654,1315.0,322,6,1,536,0,46
30633,3898.0,569,4,0,22,0,151
6357,2924.0,569,4,0,22,0,151
20469,3056.0,993,10,0,197,3,122
13360,3056.0,342,10,1,181,0,84
19591,3056.0,342,10,0,181,0,132
32356,2346.0,366,6,0,498,0,13
2364,1778.0,1207,4,1,536,0,144
29939,3288.0,1368,10,3,341,3,126
29785,3056.0,342,6,0,181,3,116
4843,3189.0,19,10,1,502,3,45
7783,422.0,1010,10,0,522,0,29
26351,3189.0,19,10,1,502,3,178
22279,600.0,150,10,2,491,0,101
24462,3550.0,105,6,1,495,3,-1
5306,3898.0,564,6,0,495,0,33
7713,1682.0,1073,10,0,503,2,9
27259,1890.0,322,6,1,536,0,46
21069,1072.0,175,6,1,496,0,33
29318,2914.0,810,10,1,507,0,17
29277,3860.0,127,10,0,519,0,8
21960,3565.0,31,4,1,487,0,44
24135,1072.0,77,6,1,491,0,117
17922,965.0,783,10,0,502,3,45
15702,3752.0,167,4,1,467,0,-1
31291,422.0,19,10,2,522,3,17
5402,3703.0,1111,4,0,487,0,144
10602,3703.0,1111,4,0,487,0,144
26465,1682.0,1073,10,0,503,2,9
19415,566.0,580,5,1,514,0,-1
1880,1072.0,174,4,2,453,0,166
21060,1682.0,1180,4,3,322,0,144
31097,3898.0,19,10,0,503,3,85
13421,1682.0,1180,4,3,322,0,144
2976,1072.0,1366,6,1,537,0,46
32302,3898.0,1429,4,0,101,3,144
22399,3898.0,219,4,0,538,-1,144
5215,3898.0,219,4,0,538,-1,144
10998,1072.0,1156,6,1,495,0,146
18334,1178.0,325,6,0,168,3,122
4943,431.0,615,10,0,503,0,17
10911,431.0,615,10,0,503,0,17
24795,3898.0,325,6,0,168,3,122
17539,1178.0,325,6,0,168,3,122
30618,2012.0,941,4,1,87,3,52
18624,965.0,1027,10,1,503,0,9
28264,965.0,771,10,2,502,0,45
31600,298.0,441,4,1,507,0,143
4340,3898.0,716,4,1,466,0,-1
18297,3137.0,815,4,2,510,0,-1
18883,1072.0,1156,6,1,495,0,146
7381,965.0,615,10,0,503,0,17
17404,3898.0,1010,10,0,503,0,85
252,844.0,979,4,0,484,3,16
27721,844.0,703,10,2,515,0,84
29933,1448.0,827,10,0,358,0,95
28434,844.0,703,10,1,515,0,84
28285,100.0,193,4,0,453,0,108
23921,600.0,604,6,1,491,0,-1
16352,100.0,193,4,0,453,0,108
26891,100.0,193,4,0,453,0,108
24738,1072.0,77,4,1,491,0,66
21400,1178.0,430,4,0,39,3,140
11113,1072.0,1295,6,1,495,0,33
18320,844.0,703,10,0,515,0,84
7091,844.0,703,10,3,515,0,84
17489,3137.0,20,10,0,276,0,167
5065,566.0,356,4,2,514,0,187
10032,566.0,356,4,2,514,0,187
14886,566.0,356,4,2,514,0,187
31474,3210.0,322,10,1,536,0,19
28209,1543.0,389,4,1,468,0,76
19934,2703.0,1163,8,0,448,0,39
17633,3898.0,799,10,3,503,0,17
3898,366.0,1410,4,1,491,0,66
28265,566.0,580,10,0,515,0,132
32068,1072.0,1295,6,1,495,0,33
13294,1072.0,262,10,2,491,0,156
29773,1072.0,1295,6,1,495,0,33
3112,1072.0,1420,10,0,525,0,84
13039,2012.0,430,4,2,87,3,73
10098,1072.0,1295,6,1,495,0,33
21657,600.0,748,10,0,508,0,8
30117,3288.0,1368,4,0,474,0,-1
17382,1072.0,1295,6,1,495,0,33
17623,2346.0,163,4,1,474,3,159
29897,1739.0,356,4,2,514,0,187
31648,431.0,484,10,0,503,0,180
20998,1739.0,356,4,0,514,0,187
6950,1520.0,251,4,1,514,0,-1
6212,3565.0,622,4,1,491,3,144
24104,3898.0,484,10,1,503,0,180
29275,1739.0,356,4,2,514,0,187
422,566.0,1025,10,0,505,0,126
7682,1682.0,82,4,1,491,0,66
9063,1698.0,356,4,0,513,0,-1
16473,1072.0,175,6,2,495,3,33
31712,1698.0,356,4,2,513,0,-1
13193,1698.0,356,4,2,513,0,-1
10120,1682.0,8,4,1,462,0,10
5417,2012.0,1093,4,1,491,3,144
11653,726.0,1216,6,1,536,0,46
5640,366.0,452,4,0,510,0,-1
3498,726.0,1339,10,2,515,0,101
27920,3898.0,1180,4,0,398,0,129
28896,965.0,772,10,1,503,0,17
23534,3898.0,1180,4,0,398,0,129
3898,1072.0,1410,4,1,491,0,66
15618,3898.0,745,10,0,503,0,17
31655,2976.0,267,4,0,514,0,187
21239,2028.0,453,4,0,474,0,-1
30795,1814.0,745,10,0,503,0,17
11575,2976.0,267,4,0,514,0,187
27569,2346.0,1036,4,2,430,0,159
21620,1072.0,1295,6,1,495,0,33
27445,1072.0,1295,6,1,495,0,33
1175,1682.0,402,6,1,536,0,46
7867,1151.0,406,10,0,503,0,184
26914,3288.0,326,4,1,487,0,66
16236,3288.0,326,4,1,487,0,66
6147,3898.0,618,4,0,321,0,144
31736,3189.0,484,10,3,503,0,185
6732,3056.0,287,10,0,503,0,122
24751,1835.0,827,4,0,370,3,89
18401,1941.0,827,6,0,535,3,121
24391,2012.0,1180,4,1,128,3,66
9099,2012.0,1180,4,0,128,3,66
21544,2703.0,1163,8,1,448,0,39
18405,2012.0,1180,4,0,128,3,66
31037,2703.0,1163,10,0,448,0,39
5367,1072.0,1295,6,1,495,0,33
29819,2542.0,1004,10,3,358,3,95
12123,3898.0,1058,10,0,491,0,101
3617,422.0,238,4,1,536,3,144
12550,3898.0,783,10,0,502,3,45
28730,1072.0,1295,6,2,495,0,33
25442,1072.0,1295,6,1,495,0,33
17902,1640.0,1247,6,1,502,0,124
2493,2346.0,1401,4,1,120,0,11
7944,3056.0,771,10,0,503,0,17
27406,1890.0,322,6,1,536,0,46
2307,2920.0,361,6,1,181,3,17
3852,728.0,322,4,1,536,0,144
23978,3437.0,167,4,1,470,0,82
5145,1890.0,322,6,1,536,0,46
22795,3898.0,588,4,0,455,3,166
12864,1072.0,1295,6,1,495,0,33
21830,3898.0,588,4,2,455,3,166
5892,1072.0,1295,6,1,495,0,33
6693,1072.0,1295,6,1,495,0,33
30863,298.0,150,10,1,507,0,122
17704,1072.0,1295,6,1,495,0,33
6667,3347.0,150,4,1,474,0,108
30874,2006.0,147,4,0,491,3,89
15648,1134.0,1366,10,1,537,0,1
23658,1682.0,150,4,1,468,0,108
32213,1682.0,0,6,0,308,3,17
26931,238.0,771,10,3,502,0,17
32689,2589.0,588,4,1,450,3,76
11225,638.0,770,10,0,505,0,84
19817,1682.0,847,4,0,310,3,151
12098,1682.0,847,4,2,310,3,151
31742,1072.0,1295,6,1,495,0,33
27905,1072.0,1295,6,0,495,0,33
20639,1682.0,847,4,2,310,3,151
15113,1072.0,1295,6,1,495,0,33
30812,1072.0,1295,6,1,495,0,33
27982,3898.0,1383,1,2,513,0,78
32703,2012.0,123,4,1,33,3,66
9106,2012.0,123,4,1,33,3,66
9657,1682.0,150,10,2,503,0,9
18842,3860.0,782,10,3,502,0,178
8522,965.0,221,10,1,503,3,137
31185,600.0,1141,4,1,533,0,75
19343,3189.0,320,10,1,509,0,132
29183,3189.0,1218,10,1,503,0,85
2364,1134.0,1207,4,1,536,0,144
13211,2385.0,998,10,0,416,3,141
1477,3860.0,1383,6,2,537,3,122
29215,222.0,1200,4,1,465,0,-1
21898,3000.0,614,10,1,503,0,-1
22824,3609.0,680,10,0,515,0,188
10802,2914.0,810,10,1,506,0,9
12222,3860.0,782,10,0,502,0,185
22018,3860.0,671,10,0,198,0,8
3898,3898.0,1410,4,1,491,0,66
8893,1277.0,827,4,0,363,3,89
22826,431.0,612,10,3,503,0,77
14977,3898.0,748,4,0,468,0,108
31410,431.0,612,10,1,503,0,77
29200,1134.0,257,10,1,536,0,156
1134,3898.0,1156,4,1,491,3,21
18891,431.0,612,10,0,503,0,77
3037,965.0,771,10,1,503,0,45
29514,965.0,612,10,0,503,0,77
13435,298.0,500,10,0,507,0,9
13763,2845.0,1180,4,1,388,0,88
8046,600.0,675,4,0,474,0,-1
18410,965.0,1249,10,1,503,0,39
24915,3898.0,604,6,1,41,0,146
32209,3565.0,768,4,1,486,0,144
11037,3898.0,792,10,1,444,3,84
18898,3565.0,768,4,1,486,0,144
9491,965.0,1249,10,1,503,0,39
24819,2346.0,1435,10,2,535,0,85
23977,3898.0,792,10,0,439,3,84
24906,1178.0,604,6,2,495,0,-1
5720,231.0,737,4,1,536,3,144
15987,1134.0,402,10,1,536,3,147
15878,1072.0,765,6,1,490,0,128
20984,3829.0,386,10,1,243,0,45
23979,1134.0,402,10,1,536,3,147
11885,965.0,612,10,1,503,0,-1
4593,1890.0,322,6,1,536,0,46
8991,965.0,1015,10,1,503,3,28
5251,2597.0,827,4,0,487,0,144
3232,965.0,1040,4,0,469,0,51
10058,3189.0,177,10,0,503,0,101
20709,2845.0,1180,4,2,388,0,88
14787,2597.0,771,10,0,502,0,178
30369,1932.0,406,10,0,503,0,9
8181,1682.0,406,10,1,503,0,45
15741,2109.0,396,6,2,499,3,-1
25559,3898.0,1006,4,0,487,3,66
23394,1682.0,402,10,1,536,0,147
14375,3898.0,1006,4,0,487,3,66
12604,1682.0,402,10,1,536,0,147
3232,2920.0,1040,4,0,469,0,51
21249,2542.0,839,10,0,359,3,95
14140,3898.0,617,10,1,536,3,156
11630,1932.0,1496,6,0,170,3,122
16164,3773.0,1126,4,0,507,0,-1
12577,3773.0,1126,4,0,202,3,108
490,3773.0,1475,4,1,474,0,-1
30453,3773.0,1126,10,3,202,3,137
28424,3773.0,1126,4,0,507,0,108
25338,1134.0,265,4,1,536,0,144
29758,1134.0,265,4,1,536,0,144
10579,1178.0,1322,4,1,489,3,66
25022,1178.0,1322,4,1,489,3,66
24016,965.0,748,6,0,506,0,137
6775,3898.0,906,10,2,502,0,178
14467,1932.0,1496,6,0,170,3,122
4648,3898.0,28,4,3,491,3,144
28345,366.0,174,10,1,474,3,39
11004,2703.0,1040,4,0,527,0,161
30178,2012.0,333,4,0,19,0,144
11916,1072.0,1058,4,1,491,0,66
6685,3860.0,408,10,0,508,0,101
19719,3159.0,402,6,2,538,3,46
9972,2920.0,1125,10,1,505,0,183
3898,1223.0,1410,4,1,491,0,66
17498,2346.0,366,6,0,498,0,13
17184,148.0,221,10,0,503,3,17
10897,2019.0,1420,6,0,525,3,81
10012,3898.0,235,4,0,538,3,84
12199,1566.0,430,4,1,362,3,89
23769,3898.0,392,10,0,515,0,188
275,600.0,143,10,1,492,0,121
11080,3898.0,392,10,0,515,0,188
5273,3159.0,271,6,1,525,0,46
8177,3898.0,392,10,0,515,0,92
32084,1853.0,1232,4,0,474,0,-1
12237,3898.0,924,6,0,232,3,122
665,3898.0,1297,4,2,517,0,187
22091,100.0,1040,4,1,452,0,12
19029,3898.0,1040,4,1,452,0,12
1103,3898.0,1156,6,0,27,0,146
126,3898.0,1391,10,1,502,3,45
28875,2566.0,258,4,0,100,0,175
17358,3898.0,964,10,1,505,0,126
2410,3831.0,322,4,0,536,0,144
20926,1890.0,322,4,1,536,0,144
20195,3831.0,974,6,1,441,3,117
20383,3898.0,235,4,0,538,3,84
15986,3831.0,974,6,1,441,3,117
26702,965.0,987,10,1,506,0,17
653,3898.0,402,10,2,536,0,91
29619,490.0,1420,6,0,525,0,115
15406,3541.0,1420,10,1,525,3,39
11201,566.0,314,4,0,514,0,187
26767,3860.0,408,10,1,508,0,8
8485,1778.0,671,10,1,340,0,84
1161,566.0,322,6,1,536,0,46
15942,3541.0,1420,6,2,525,3,111
301,1072.0,504,10,0,441,3,84
20167,1072.0,827,10,1,491,3,156
16928,2346.0,1058,6,0,497,3,-1
10027,3160.0,539,10,0,515,3,92
24026,3160.0,539,10,0,515,3,92
608,3160.0,45,6,0,306,0,122
9415,431.0,748,10,0,502,0,45
15208,3898.0,617,4,1,487,3,66
25041,2566.0,280,4,0,487,0,53
30733,3898.0,617,4,1,487,3,66
19557,2566.0,280,4,0,487,0,53
9231,3898.0,748,10,0,503,0,17
6733,2566.0,280,4,1,487,0,53
42,431.0,431,4,1,487,0,144
26774,2566.0,280,4,0,487,0,53
24015,3898.0,748,10,0,503,0,17
5854,1072.0,143,6,0,495,3,146
4587,3898.0,748,10,2,503,0,17
28515,1178.0,143,6,0,491,3,117
3196,2385.0,1030,4,0,291,0,44
14322,1134.0,1016,10,1,536,3,156
1346,3898.0,1111,10,2,487,3,39
31728,3860.0,408,10,1,508,0,101
17225,2346.0,1058,6,1,497,3,-1
22505,965.0,933,10,3,503,0,132
29914,566.0,314,4,0,514,0,187
8348,1739.0,748,10,0,502,0,178
12409,1072.0,1015,4,0,490,0,144
12877,490.0,271,10,1,525,0,39
778,861.0,1277,4,1,487,0,144
1561,566.0,1297,4,1,514,0,187
18236,1061.0,15,4,0,502,0,161
12008,3160.0,539,10,1,515,0,92
14682,2346.0,1058,6,0,497,3,-1
7852,3059.0,1180,4,0,401,0,44
22148,3160.0,539,10,1,515,3,92
21250,222.0,971,4,1,465,0,-1
29460,370.0,928,4,0,332,3,53
9685,3565.0,1410,4,0,487,0,16
28005,1134.0,1016,10,1,536,3,156
26587,1223.0,1040,4,0,469,0,51
15285,370.0,928,4,1,332,3,53
23292,1134.0,1016,10,1,536,3,156
11539,431.0,771,10,3,503,0,77
32615,1223.0,1040,4,0,469,0,51
3572,965.0,1037,4,1,467,0,-1
3898,1178.0,1410,4,1,491,0,66
1254,3898.0,504,10,1,441,3,-1
1562,2012.0,322,4,1,536,0,144
27999,3059.0,1180,4,0,401,0,44
28522,3898.0,539,6,0,220,3,17
9671,1134.0,632,10,1,536,3,156
6399,2566.0,82,4,1,491,0,66
25085,1072.0,82,4,1,491,0,66
6386,3860.0,408,10,1,508,0,8
17556,1265.0,127,10,0,395,3,17
14157,1682.0,271,4,2,479,0,66
18717,190.0,157,4,1,451,0,162
16369,2956.0,1163,10,0,238,0,84
29037,370.0,1180,4,0,327,0,163
28713,366.0,389,4,1,456,0,37
5069,2917.0,1392,4,1,504,0,137
6821,2566.0,116,4,0,487,0,66
21153,2703.0,1163,8,0,238,0,84
31057,2012.0,1039,10,1,27,0,39
7068,3000.0,221,10,2,500,3,-1
26173,3860.0,748,6,2,508,0,128
582,1603.0,1083,4,2,487,3,66
566,3288.0,135,4,0,486,3,144
10647,2785.0,504,10,1,445,3,61
15307,3288.0,643,4,0,491,0,66
16820,3898.0,1321,4,0,135,3,73
23748,2832.0,171,4,0,489,2,66
9142,3159.0,402,10,2,538,3,85
26121,1072.0,1249,6,1,495,0,146
23023,3159.0,402,6,1,538,0,46
20764,3898.0,393,4,1,491,3,66
11531,1072.0,1249,6,1,495,0,146
23235,1072.0,1249,4,1,495,0,33
20877,1072.0,1156,4,0,496,0,33
15922,2006.0,225,4,0,279,0,163
1712,3056.0,322,4,1,536,0,144
235,3849.0,1058,6,1,497,3,21
3898,75.0,1410,4,1,491,0,66
26208,965.0,933,10,0,502,0,84
10130,2006.0,225,4,0,279,0,163
31850,3437.0,207,4,0,432,0,159
22960,1072.0,1513,4,2,495,0,146
31642,1072.0,1249,6,1,495,0,146
215,2006.0,657,6,1,536,0,46
7231,1072.0,1513,4,0,495,0,146
13835,1072.0,1249,4,1,495,0,33
21478,431.0,613,10,1,503,0,17
8722,822.0,1040,4,1,466,0,-1
17282,600.0,1040,4,1,466,0,-1
25396,1709.0,1040,4,0,466,0,-1
31644,1932.0,272,4,0,473,0,-1
13102,1709.0,1040,4,0,466,0,-1
10714,2006.0,225,4,0,279,0,163
20335,3898.0,1445,3,0,-1,-1,-1
23808,2991.0,207,4,0,432,0,-1
26256,1178.0,74,4,1,489,0,66
19811,2991.0,207,4,0,432,0,-1
19437,726.0,1216,6,1,536,0,46
1864,1072.0,110,4,1,276,3,171
8616,1072.0,1513,4,0,495,0,146
17934,1072.0,1513,4,3,495,0,146
7005,3056.0,52,6,1,182,0,17
3898,1072.0,1410,4,1,491,0,66
19634,861.0,52,6,0,182,0,17
23437,3898.0,1232,4,0,467,0,-1
8849,3898.0,792,4,1,491,3,66
17865,1223.0,806,4,1,248,3,166
2893,600.0,720,4,1,474,0,-1
16682,2894.0,74,4,1,491,0,66
29659,1223.0,157,4,3,456,0,-1
10619,3898.0,74,6,1,489,0,-1
26554,600.0,552,4,0,468,0,-1
28093,75.0,120,10,0,507,3,17
28869,1739.0,120,10,1,519,3,85
32481,3565.0,1338,4,0,487,3,66
21042,100.0,362,4,1,455,0,166
6436,3898.0,1445,3,3,-1,-1,-1
9812,3849.0,1040,4,0,527,0,161
25386,490.0,1438,6,1,525,0,117
12608,1151.0,406,10,0,500,0,-1
19227,1151.0,406,10,0,500,0,-1
3197,1151.0,322,4,1,536,0,144
1653,1072.0,571,4,0,491,0,89
29692,3898.0,1229,10,1,56,0,72
9973,2976.0,1265,4,1,514,0,187
17000,3598.0,1265,4,1,514,0,187
5410,1054.0,361,4,0,265,3,171
20412,3137.0,361,4,0,265,3,171
3328,3565.0,1132,10,1,484,0,156
23082,1178.0,1015,6,1,489,0,117
28367,3565.0,1411,4,0,93,3,144
12954,1151.0,406,10,0,500,0,-1
11035,2917.0,581,6,0,201,3,122
31949,3027.0,325,1,0,168,3,78
31985,1178.0,325,4,0,168,3,140
31896,1178.0,325,4,0,168,3,140
11976,1178.0,325,6,1,168,3,122
31515,3898.0,539,6,0,4,3,45
25651,566.0,926,10,1,515,3,188
5842,566.0,926,10,3,515,3,37
11319,3852.0,1295,4,1,511,0,-1
4837,3852.0,1295,4,1,511,0,-1
28836,1178.0,373,4,1,55,0,111
575,3794.0,1023,4,2,500,0,137
6905,2475.0,641,4,0,487,0,66
12270,3898.0,978,10,0,503,0,17
21658,3898.0,978,10,0,502,0,180
12794,2006.0,993,4,1,282,3,66
18468,2006.0,993,4,0,282,3,66
29115,2006.0,993,4,0,282,3,66
3232,1682.0,1040,4,0,469,0,51
13020,1520.0,1265,9,0,514,0,-1
11881,1682.0,1054,10,0,503,0,9
6169,2385.0,1306,10,0,421,3,3
31262,1841.0,1306,10,0,421,3,3
3898,2012.0,1410,4,1,491,0,66
15939,1739.0,790,4,1,520,0,37
6317,3898.0,978,10,0,503,0,85
6096,34.0,219,4,1,536,0,1
28284,3860.0,1295,10,1,511,0,101
22323,3898.0,928,10,1,51,0,127
1162,1134.0,892,4,1,450,0,76
8802,3723.0,1054,10,1,536,0,156
11926,3723.0,1054,10,1,536,0,156
21401,458.0,1383,10,0,537,0,99
28267,2597.0,340,10,1,204,0,45
5132,566.0,1388,4,0,517,3,-1
7894,3898.0,523,10,0,503,0,17
15114,566.0,356,4,0,514,0,-1
27100,1062.0,1156,4,1,495,0,33
19289,1739.0,356,10,0,515,0,188
10038,1739.0,356,10,2,515,0,188
9750,1072.0,23,6,1,495,0,146
1666,3609.0,342,6,0,232,0,122
22669,3160.0,356,10,0,515,0,92
16577,3752.0,167,4,1,467,0,-1
29616,3609.0,356,10,0,515,0,188
1852,566.0,322,6,1,536,0,46
4715,3565.0,147,6,1,487,3,48
1206,1739.0,1156,4,1,496,0,33
25166,3565.0,147,6,0,487,3,48
23471,1739.0,1368,4,2,502,0,160
22812,600.0,1295,10,2,511,0,101
17929,1932.0,6,4,3,334,0,44
30435,298.0,1126,4,0,507,3,-1
25603,2201.0,1126,4,0,462,0,-1
15039,1932.0,6,4,3,334,0,44
9805,3773.0,1126,4,1,462,0,-1
31045,2201.0,1126,4,0,462,0,-1
2720,413.0,322,4,1,536,0,144
17486,413.0,1126,4,0,533,0,75
6706,413.0,1126,4,0,533,0,75
20084,2012.0,147,4,0,491,3,66
15003,2012.0,1054,10,1,536,0,156
14482,2012.0,147,4,1,491,3,66
24479,1739.0,1368,4,1,502,0,160
3598,2433.0,1111,4,0,491,3,66
965,3898.0,771,10,0,503,0,17
10083,2433.0,799,10,1,358,0,99
2364,2346.0,1207,4,1,536,0,144
19832,298.0,1237,6,1,508,3,8
10877,600.0,1130,4,0,474,0,-1
5026,3898.0,993,4,0,40,3,66
26709,3189.0,360,10,1,503,0,17
15046,2920.0,748,10,3,503,0,85
13952,2012.0,1054,10,1,536,0,156
21275,1890.0,322,6,1,536,0,46
9791,3189.0,472,10,1,509,0,132
10039,1967.0,1111,4,0,9,0,163
5250,2012.0,1054,10,1,536,0,156
1933,2991.0,1282,10,1,382,3,127
15216,2542.0,799,10,2,359,0,95
10882,1698.0,550,4,2,479,3,-1
5261,3210.0,322,10,1,536,0,19
3232,2346.0,1040,4,0,469,0,51
25894,1682.0,550,4,3,491,0,44
27374,3898.0,1180,10,2,291,0,139
4757,1682.0,550,4,3,491,0,44
23616,370.0,378,4,0,330,0,163
6874,370.0,378,4,0,330,0,163
20173,844.0,539,10,0,4,3,132
3898,1178.0,1410,4,1,491,0,66
5610,1178.0,147,6,0,489,3,-1
15278,1682.0,1058,4,1,491,0,66
10283,1682.0,1058,4,0,491,0,66
19896,2054.0,408,4,0,284,0,66
14604,3451.0,1316,10,1,524,0,85
12682,1631.0,1004,4,1,487,0,144
28544,3898.0,1383,6,1,537,0,122
15095,965.0,783,10,0,503,3,137
12706,1631.0,1004,4,1,487,0,144
25775,3898.0,1025,10,0,505,0,126
24863,844.0,267,10,2,515,0,131
23221,696.0,1010,10,0,502,0,185
4869,3898.0,1010,10,0,503,0,185
10921,696.0,1010,10,0,503,0,185
10724,1072.0,1295,6,1,495,0,33
13003,1072.0,1295,6,1,495,0,33
14736,1072.0,1295,6,1,495,0,33
4796,1072.0,1295,6,1,495,0,33
