product_id,parent_category
31291,422.0
6625,0.0
5402,3703.0
10602,3703.0
26465,1682.0
19415,566.0
1082,0.0
1880,1072.0
27272,0.0
24999,0.0
21060,1682.0
31097,3898.0
13421,1682.0
2976,1072.0
32302,3898.0
22399,3898.0
5215,3898.0
10998,1072.0
18334,1178.0
4943,431.0
10911,431.0
24795,3898.0
17539,1178.0
19583,0.0
30618,2012.0
2784,0.0
18624,965.0
19112,0.0
28264,965.0
31600,298.0
4340,3898.0
18297,3137.0
18883,1072.0
7381,965.0
17404,3898.0
252,844.0
27721,844.0
28399,0.0
29933,1448.0
28434,844.0
20736,0.0
28285,100.0
23921,600.0
16352,100.0
26891,100.0
11767,0.0
24738,1072.0
21400,1178.0
11113,1072.0
18320,844.0
7091,844.0
17489,3137.0
5065,566.0
10032,566.0
14886,566.0
31474,3210.0
7337,0.0
28209,1543.0
19934,2703.0
25262,0.0
17633,3898.0
6358,0.0
3898,366.0
28265,566.0
23895,0.0
32068,1072.0
13294,1072.0
29773,1072.0
3112,1072.0
13039,2012.0
10098,1072.0
21657,600.0
30117,3288.0
17382,1072.0
17623,2346.0
29897,1739.0
31648,431.0
20998,1739.0
6950,1520.0
6212,3565.0
24104,3898.0
24229,0.0
29275,1739.0
422,566.0
7682,1682.0
9063,1698.0
16473,1072.0
31712,1698.0
13193,1698.0
4534,0.0
10120,1682.0
5417,2012.0
11653,726.0
5640,366.0
3498,726.0
27920,3898.0
28896,965.0
25435,0.0
23534,3898.0
23962,0.0
3898,1072.0
31628,0.0
15618,3898.0
31655,2976.0
21239,2028.0
30795,1814.0
11575,2976.0
27569,2346.0
21620,1072.0
27445,1072.0
1175,1682.0
7189,0.0
7867,1151.0
26914,3288.0
16236,3288.0
6147,3898.0
31736,3189.0
6732,3056.0
13839,0.0
16356,0.0
24751,1835.0
18401,1941.0
24391,2012.0
9099,2012.0
26252,0.0
21544,2703.0
18405,2012.0
31037,2703.0
12367,0.0
5933,0.0
5367,1072.0
29819,2542.0
12123,3898.0
6388,0.0
3617,422.0
12550,3898.0
28730,1072.0
29516,0.0
25442,1072.0
30128,0.0
17902,1640.0
2493,2346.0
7944,3056.0
27406,1890.0
2307,2920.0
3852,728.0
23978,3437.0
5145,1890.0
22795,3898.0
12864,1072.0
21830,3898.0
5892,1072.0
6693,1072.0
30863,298.0
31622,0.0
17704,1072.0
18751,0.0
8796,0.0
2208,0.0
19983,0.0
6667,3347.0
30874,2006.0
31346,0.0
15648,1134.0
23658,1682.0
20082,0.0
32213,1682.0
19271,0.0
26931,238.0
32689,2589.0
11225,638.0
19817,1682.0
12098,1682.0
31742,1072.0
27905,1072.0
20639,1682.0
15113,1072.0
30812,1072.0
27982,3898.0
26469,0.0
10747,0.0
6493,0.0
32703,2012.0
9106,2012.0
9657,1682.0
18842,3860.0
8522,965.0
31185,600.0
19343,3189.0
11822,0.0
29183,3189.0
28143,0.0
2364,1134.0
13211,2385.0
24010,0.0
1477,3860.0
29215,222.0
21898,3000.0
22824,3609.0
10802,2914.0
12222,3860.0
13746,0.0
22018,3860.0
3898,3898.0
8893,1277.0
22826,431.0
14977,3898.0
3898,0.0
31410,431.0
29200,1134.0
1134,3898.0
18891,431.0
3037,965.0
29514,965.0
14124,0.0
13435,298.0
13763,2845.0
8046,600.0
18410,965.0
24915,3898.0
32209,3565.0
11037,3898.0
18898,3565.0
9491,965.0
24819,2346.0
23977,3898.0
24906,1178.0
5720,231.0
15987,1134.0
15878,1072.0
20984,3829.0
23979,1134.0
11885,965.0
4593,1890.0
8991,965.0
5251,2597.0
3232,965.0
10058,3189.0
20709,2845.0
31727,0.0
14787,2597.0
30369,1932.0
8181,1682.0
15741,2109.0
25559,3898.0
23394,1682.0
14375,3898.0
12604,1682.0
3232,2920.0
21249,2542.0
5850,0.0
14140,3898.0
11630,1932.0
30134,0.0
14123,0.0
16164,3773.0
12577,3773.0
490,3773.0
30453,3773.0
28424,3773.0
25338,1134.0
29758,1134.0
10579,1178.0
25022,1178.0
24016,965.0
6775,3898.0
14467,1932.0
4648,3898.0
28345,366.0
11004,2703.0
30178,2012.0
11916,1072.0
6685,3860.0
19719,3159.0
9972,2920.0
3898,1223.0
17498,2346.0
17184,148.0
12132,0.0
10897,2019.0
10012,3898.0
12199,1566.0
23769,3898.0
275,600.0
11080,3898.0
5273,3159.0
8177,3898.0
32084,1853.0
12237,3898.0
665,3898.0
22091,100.0
19029,3898.0
1103,3898.0
126,3898.0
28875,2566.0
17654,0.0
17358,3898.0
2410,3831.0
20926,1890.0
20195,3831.0
20383,3898.0
15986,3831.0
26702,965.0
653,3898.0
29619,490.0
15406,3541.0
11201,566.0
26767,3860.0
8485,1778.0
1161,566.0
15942,3541.0
301,1072.0
11461,0.0
20167,1072.0
16928,2346.0
10027,3160.0
24026,3160.0
14852,0.0
608,3160.0
9415,431.0
15208,3898.0
25041,2566.0
30733,3898.0
19557,2566.0
9231,3898.0
6733,2566.0
42,431.0
24650,0.0
26774,2566.0
24015,3898.0
5854,1072.0
4587,3898.0
28515,1178.0
3196,2385.0
14322,1134.0
22784,0.0
1346,3898.0
31728,3860.0
17225,2346.0
22505,965.0
29914,566.0
8348,1739.0
12409,1072.0
12877,490.0
778,861.0
1561,566.0
18236,1061.0
12008,3160.0
14682,2346.0
7852,3059.0
22148,3160.0
21250,222.0
25538,0.0
15945,0.0
29460,370.0
9685,3565.0
28005,1134.0
26587,1223.0
15285,370.0
23292,1134.0
11539,431.0
32615,1223.0
3572,965.0
3898,1178.0
1254,3898.0
1562,2012.0
19061,0.0
3193,0.0
27999,3059.0
28522,3898.0
9671,1134.0
26101,0.0
6399,2566.0
25085,1072.0
6386,3860.0
17556,1265.0
14157,1682.0
18717,190.0
16369,2956.0
29037,370.0
28713,366.0
21528,0.0
5069,2917.0
28,0.0
3037,0.0
6821,2566.0
21153,2703.0
31057,2012.0
9920,0.0
7068,3000.0
26173,3860.0
12442,0.0
582,1603.0
566,3288.0
10647,2785.0
15307,3288.0
16820,3898.0
31184,0.0
23748,2832.0
4991,0.0
19750,0.0
9142,3159.0
26121,1072.0
23023,3159.0
20764,3898.0
11531,1072.0
23235,1072.0
31516,0.0
29701,0.0
20877,1072.0
15922,2006.0
1712,3056.0
235,3849.0
3898,75.0
26208,965.0
10130,2006.0
31850,3437.0
22960,1072.0
6262,0.0
31642,1072.0
215,2006.0
7231,1072.0
30575,0.0
13835,1072.0
21478,431.0
8722,822.0
17282,600.0
25396,1709.0
31644,1932.0
13102,1709.0
10714,2006.0
20335,3898.0
23808,2991.0
26256,1178.0
19811,2991.0
6751,0.0
9563,0.0
19106,0.0
19437,726.0
12230,0.0
1864,1072.0
8616,1072.0
17934,1072.0
7005,3056.0
3898,1072.0
19634,861.0
30828,0.0
23437,3898.0
22823,0.0
10380,0.0
8849,3898.0
17865,1223.0
17188,0.0
896,0.0
2893,600.0
16682,2894.0
29659,1223.0
10619,3898.0
26497,0.0
26554,600.0
28093,75.0
28869,1739.0
29642,0.0
32481,3565.0
21042,100.0
19965,0.0
6436,3898.0
9812,3849.0
25386,490.0
12608,1151.0
19227,1151.0
3197,1151.0
1653,1072.0
29692,3898.0
9973,2976.0
17000,3598.0
13837,0.0
26485,0.0
1072,0.0
5410,1054.0
20412,3137.0
3328,3565.0
23082,1178.0
28367,3565.0
12954,1151.0
11035,2917.0
31949,3027.0
31985,1178.0
31896,1178.0
11976,1178.0
31515,3898.0
6629,0.0
25651,566.0
5842,566.0
11319,3852.0
4837,3852.0
28836,1178.0
15595,0.0
575,3794.0
29272,0.0
16521,0.0
6905,2475.0
29960,0.0
12270,3898.0
21658,3898.0
12794,2006.0
18468,2006.0
29115,2006.0
3232,1682.0
13020,1520.0
29998,0.0
11881,1682.0
6169,2385.0
31262,1841.0
3898,2012.0
15939,1739.0
477,0.0
6317,3898.0
8729,0.0
23412,0.0
6096,34.0
31065,0.0
28284,3860.0
22323,3898.0
1162,1134.0
8802,3723.0
11926,3723.0
21401,458.0
28267,2597.0
5132,566.0
7894,3898.0
15114,566.0
27100,1062.0
19289,1739.0
10038,1739.0
9750,1072.0
1666,3609.0
22669,3160.0
16577,3752.0
29616,3609.0
1852,566.0
4715,3565.0
1206,1739.0
25166,3565.0
21711,0.0
23471,1739.0
22812,600.0
17929,1932.0
30928,0.0
30435,298.0
11558,0.0
25603,2201.0
15039,1932.0
9805,3773.0
31045,2201.0
2720,413.0
17486,413.0
6706,413.0
20084,2012.0
15003,2012.0
14482,2012.0
24479,1739.0
29938,0.0
3598,2433.0
965,3898.0
10083,2433.0
2364,2346.0
31666,0.0
19832,298.0
10877,600.0
5026,3898.0
26709,3189.0
10140,0.0
15046,2920.0
13952,2012.0
21275,1890.0
9791,3189.0
10039,1967.0
5250,2012.0
1933,2991.0
15216,2542.0
4728,0.0
10882,1698.0
5261,3210.0
3232,2346.0
20679,0.0
25894,1682.0
27374,3898.0
4757,1682.0
23616,370.0
6874,370.0
29396,0.0
20173,844.0
3898,1178.0
5610,1178.0
15278,1682.0
10283,1682.0
7060,0.0
19896,2054.0
14604,3451.0
12682,1631.0
28544,3898.0
15095,965.0
12706,1631.0
25775,3898.0
30997,0.0
27742,0.0
24863,844.0
23221,696.0
4869,3898.0
10921,696.0
10724,1072.0
13003,1072.0
14736,1072.0
4796,1072.0
30532,3451.0
28612,0.0
17206,3056.0
1451,0.0
5988,2914.0
21965,3781.0
14306,3781.0
2655,1603.0
30906,0.0
8446,322.0
31007,600.0
14837,100.0
413,0.0
8349,2385.0
3572,3437.0
26717,3898.0
18918,2385.0
19771,3437.0
29621,2385.0
11101,0.0
13452,34.0
18198,0.0
8025,0.0
23367,1134.0
24817,0.0
23084,100.0
27390,1072.0
9568,2433.0
12554,1072.0
18027,0.0
10819,0.0
27732,3860.0
20797,0.0
40,1841.0
2227,2914.0
24268,1134.0
5266,1682.0
9606,1739.0
1374,2566.0
23202,566.0
4632,566.0
3898,100.0
7423,0.0
22373,3898.0
28315,1380.0
11765,0.0
3598,1380.0
2364,0.0
28947,965.0
7839,0.0
15975,1603.0
22259,1890.0
15287,1603.0
30488,1134.0
1698,3174.0
3634,490.0
30173,1682.0
26078,1072.0
15867,0.0
24553,2475.0
14499,3565.0
26964,0.0
19828,2475.0
25201,3898.0
16501,1682.0
10609,965.0
9498,1134.0
11029,0.0
3565,1072.0
5763,2012.0
10810,0.0
16519,100.0
5282,100.0
7404,2703.0
8035,1178.0
24639,3027.0
21908,0.0
14880,1134.0
30671,3898.0
17583,3898.0
12851,370.0
14377,3027.0
32304,3860.0
22126,0.0
10035,1062.0
2920,2475.0
27232,600.0
30972,2109.0
23625,1072.0
10984,1223.0
7036,1072.0
1317,100.0
16205,3860.0
30652,3723.0
17172,1178.0
25801,3723.0
22264,3898.0
1305,3796.0
30794,3796.0
6735,0.0
17558,3796.0
13945,0.0
1623,2012.0
28691,0.0
28943,3796.0
16637,0.0
26282,3898.0
1666,3056.0
4521,353.0
24789,0.0
22774,1315.0
9540,3565.0
30614,0.0
19838,1682.0
1480,322.0
9003,0.0
14219,3027.0
16601,3598.0
31677,3598.0
17601,1890.0
30572,1890.0
20358,3829.0
30549,0.0
23883,298.0
32324,1603.0
14133,0.0
22564,3189.0
17361,1134.0
13185,3898.0
7756,0.0
18658,0.0
11959,1890.0
31233,1890.0
11623,0.0
21065,582.0
25860,1178.0
12532,1709.0
6777,2385.0
27600,3027.0
32656,0.0
3898,422.0
7978,3137.0
13006,353.0
29722,0.0
6193,1147.0
24143,0.0
31261,3056.0
30430,1178.0
9678,1682.0
24707,1223.0
26289,1223.0
7470,2012.0
3891,0.0
29556,3056.0
14985,3056.0
27085,3027.0
13232,2280.0
10067,1739.0
25960,1223.0
25026,1072.0
8244,3898.0
7467,2838.0
16801,0.0
7679,298.0
3346,1603.0
28222,1603.0
14918,2109.0
21476,2109.0
23792,1603.0
5053,3898.0
24069,3288.0
22197,2109.0
6691,3898.0
8692,3189.0
28377,3898.0
5877,431.0
6558,3189.0
30420,431.0
6978,422.0
12886,0.0
14366,3898.0
14195,1885.0
31698,1885.0
2991,3898.0
27122,3898.0
12091,3898.0
15840,3189.0
26042,0.0
19761,1072.0
4890,3189.0
32723,0.0
10080,3898.0
28386,3898.0
22463,0.0
14390,2019.0
17718,2920.0
26389,490.0
7465,0.0
26501,490.0
12849,3898.0
20287,1380.0
7611,1380.0
20156,1885.0
21938,1885.0
14677,1885.0
25508,3160.0
13194,3699.0
17759,1134.0
16744,2109.0
31460,3189.0
22054,0.0
26661,1468.0
6624,1223.0
10878,1223.0
20270,3056.0
24779,2566.0
5611,431.0
26742,1256.0
29764,0.0
6586,3898.0
32069,3852.0
18512,3898.0
23481,0.0
9086,3860.0
10389,0.0
18869,431.0
25370,3898.0
1814,566.0
21499,1134.0
28663,965.0
28477,0.0
32670,0.0
18481,566.0
21508,3860.0
21816,3189.0
14872,2566.0
27538,2566.0
16115,0.0
15665,0.0
16184,2803.0
9213,298.0
17038,298.0
31769,2006.0
11774,708.0
18845,3898.0
23831,0.0
3898,2246.0
12885,1566.0
15335,3288.0
8900,3860.0
5379,2566.0
23546,0.0
23038,3860.0
432,3898.0
13520,3898.0
19263,3898.0
21104,0.0
621,2920.0
21497,1072.0
26059,1484.0
27948,3488.0
19924,0.0
22457,3056.0
26907,1223.0
9822,2928.0
13988,1890.0
32016,1637.0
10519,458.0
20018,458.0
4897,1682.0
28580,3860.0
24218,3565.0
16305,1682.0
24884,3831.0
3230,458.0
3898,638.0
16169,458.0
9234,1682.0
14221,0.0
29653,3898.0
5192,238.0
26961,1178.0
25483,1178.0
21062,965.0
2928,1380.0
31998,100.0
10654,2566.0
2364,0.0
28385,3189.0
7553,2566.0
19010,0.0
28584,0.0
15430,3794.0
17761,1885.0
15366,1603.0
30349,2566.0
12696,1885.0
29490,2566.0
10759,3898.0
3772,2566.0
23871,1072.0
7881,965.0
8776,3898.0
17363,2566.0
11727,1380.0
1567,1061.0
12803,2566.0
32271,425.0
15102,490.0
10561,1223.0
5835,2019.0
20179,2019.0
18555,100.0
17832,2280.0
16949,600.0
2857,100.0
29829,566.0
24512,100.0
153,422.0
4533,566.0
24625,3898.0
20996,3898.0
12909,1315.0
3590,0.0
30456,0.0
600,3000.0
2364,0.0
458,3000.0
32611,822.0
31340,822.0
21451,0.0
26597,1134.0
29728,2928.0
5631,3189.0
7631,1623.0
21384,2928.0
18847,322.0
21729,100.0
29647,2231.0
2478,3565.0
30012,3898.0
13484,3898.0
31491,3306.0
7716,600.0
21208,3437.0
24846,600.0
16769,2346.0
2264,1151.0
10845,0.0
25472,3860.0
31997,2012.0
14981,965.0
20406,1496.0
13970,353.0
24620,3306.0
20979,3860.0
21507,1682.0
18937,3306.0
20086,3898.0
1134,2012.0
25125,0.0
2364,2566.0
6573,353.0
17809,2566.0
4522,353.0
31807,322.0
3178,353.0
17479,3189.0
10573,2566.0
18179,2928.0
21150,2928.0
26146,3898.0
12422,3898.0
5635,2928.0
728,3898.0
4908,2928.0
21324,2928.0
30937,3898.0
8564,0.0
6749,0.0
12744,0.0
22596,0.0
6114,0.0
6759,1682.0
20037,0.0
27213,0.0
5873,0.0
22708,1147.0
27964,0.0
4465,2028.0
13287,3898.0
2855,600.0
1853,366.0
13659,3898.0
1089,2006.0
23052,0.0
32458,3137.0
16395,0.0
12782,238.0
4657,1134.0
29479,0.0
3898,0.0
14520,0.0
20100,3056.0
19417,0.0
18440,0.0
27897,3898.0
21984,3860.0
28128,0.0
11529,3035.0
28130,3898.0
15753,3232.0
18564,3831.0
27024,2920.0
3831,2006.0
12659,0.0
7327,2006.0
12801,3764.0
13116,0.0
14319,3027.0
17972,3137.0
23243,3137.0
10208,380.0
4433,0.0
2999,0.0
7194,3137.0
16812,2566.0
8460,2566.0
25102,2566.0
28653,0.0
26310,3898.0
24860,0.0
17555,3898.0
18466,0.0
24403,3831.0
18399,3764.0
23877,3027.0
9111,3565.0
11191,0.0
19071,3189.0
3703,0.0
5011,2914.0
16084,0.0
11919,1072.0
32219,370.0
1875,1072.0
23562,0.0
4462,422.0
5915,621.0
26878,2385.0
20555,1072.0
13153,1072.0
30984,2346.0
32531,2914.0
31715,1072.0
16067,1072.0
31740,3056.0
30432,0.0
696,151.0
24067,2928.0
18213,1380.0
2346,1380.0
27943,3565.0
857,222.0
28298,3898.0
26379,3059.0
18605,472.0
11267,366.0
6568,0.0
20318,0.0
14896,0.0
1852,0.0
3624,0.0
23094,1072.0
11217,0.0
17815,3898.0
13352,1134.0
20920,2566.0
29198,1072.0
24613,1072.0
2688,3898.0
2688,0.0
2028,3898.0
19561,3232.0
2018,2917.0
3794,1178.0
14247,3210.0
353,3232.0
6809,1178.0
29804,965.0
31052,3617.0
22592,3232.0
11155,1178.0
10254,2920.0
18651,600.0
4369,2566.0
28590,2012.0
16000,2584.0
24031,2584.0
13665,2012.0
11196,2584.0
6617,2566.0
16716,3056.0
9064,0.0
8234,3898.0
7673,100.0
32774,100.0
24838,3232.0
26007,0.0
11151,3210.0
27444,1178.0
3093,3898.0
8996,0.0
5283,3898.0
2364,1178.0
4922,172.0
18784,566.0
11005,1061.0
12264,3898.0
16987,3056.0
7027,3898.0
6838,3898.0
16913,1134.0
11495,3898.0
13201,3898.0
20193,1072.0
10353,370.0
12658,1151.0
12678,2012.0
6081,0.0
4822,0.0
14407,2497.0
6910,1928.0
30529,3860.0
32058,1072.0
15251,0.0
31968,1928.0
16916,0.0
30553,726.0
2346,0.0
18938,965.0
13972,3898.0
6828,726.0
2364,3056.0
23958,0.0
26169,0.0
15833,2045.0
31603,3898.0
13148,3898.0
15965,3898.0
25367,3565.0
17991,2280.0
11055,431.0
12979,370.0
27911,0.0
31143,2280.0
32359,0.0
16781,0.0
9002,1315.0
12084,0.0
12703,0.0
26051,726.0
31738,726.0
19134,3898.0
20903,1543.0
3898,3898.0
28798,0.0
32515,3860.0
9976,918.0
8612,3027.0
2364,0.0
24274,918.0
516,3137.0
1835,0.0
20134,1062.0
16782,3860.0
9289,0.0
4612,3860.0
17908,1072.0
14551,3860.0
11238,0.0
23126,3306.0
2741,0.0
17829,2280.0
3898,566.0
5066,2280.0
31564,3898.0
30458,2280.0
27319,3306.0
30079,2346.0
31513,3898.0
31112,2280.0
12352,1698.0
36,2346.0
10493,298.0
23961,3306.0
11573,2006.0
1933,1698.0
25803,3306.0
23592,0.0
18571,1682.0
22825,3306.0
28786,0.0
6238,3306.0
20450,234.0
20047,3898.0
31099,0.0
6375,1223.0
7040,0.0
31251,2917.0
22903,2917.0
30327,2584.0
25209,2584.0
5316,2280.0
30740,2280.0
17764,0.0
1282,0.0
3122,3306.0
21655,2280.0
9647,3306.0
15729,353.0
30931,1567.0
14634,353.0
8812,353.0
754,353.0
12476,458.0
21536,3137.0
25467,566.0
21158,3137.0
10618,2475.0
11604,422.0
3898,3137.0
1718,0.0
10521,3617.0
32762,353.0
29091,458.0
23725,353.0
7476,3898.0
1888,353.0
31445,2920.0
16547,353.0
1841,100.0
19073,353.0
7575,1682.0
28140,3898.0
30765,3565.0
18878,965.0
15230,3898.0
484,3056.0
14529,1739.0
7216,3898.0
10688,0.0
21894,2741.0
30705,1682.0
24574,0.0
27487,566.0
31598,3898.0
11254,1072.0
11042,1178.0
18248,1178.0
26518,1178.0
17656,100.0
11010,100.0
164,1178.0
11406,0.0
6591,0.0
27256,0.0
1812,2019.0
24658,370.0
16491,3860.0
22459,3860.0
6309,2019.0
6293,1256.0
23597,0.0
380,0.0
1420,100.0
1154,1072.0
14314,0.0
458,566.0
4620,1841.0
26031,238.0
15241,3189.0
24541,238.0
9638,3189.0
23830,366.0
25484,3898.0
25671,3027.0
5444,2566.0
20703,1814.0
12428,2566.0
17157,3703.0
25024,2566.0
9245,2364.0
25683,0.0
20522,1682.0
25667,1520.0
12974,3027.0
20062,0.0
3898,2566.0
27913,1315.0
14303,3189.0
28223,1072.0
6847,3189.0
19915,1072.0
5742,3056.0
32439,3056.0
29291,2475.0
30848,1134.0
29436,3831.0
9307,1134.0
13474,2475.0
23191,3831.0
22735,0.0
23018,0.0
6517,370.0
13859,3860.0
20332,0.0
31936,3056.0
24750,0.0
4926,0.0
23686,3898.0
22573,3898.0
6150,1603.0
7415,3860.0
11434,1603.0
5365,0.0
1751,0.0
1147,3898.0
21889,1673.0
10522,1315.0
22242,2566.0
28809,2385.0
32695,298.0
25368,0.0
8740,3898.0
30149,1223.0
12485,1890.0
12190,1315.0
375,0.0
29937,1890.0
4722,0.0
2061,2475.0
20647,0.0
17566,1890.0
17715,1315.0
18183,1890.0
10220,1890.0
24692,1682.0
8092,3898.0
19940,1890.0
19948,3898.0
28761,0.0
17109,2012.0
19570,0.0
11310,3898.0
8654,3027.0
29308,2006.0
11370,3898.0
27802,1134.0
11092,708.0
20236,1134.0
23184,1835.0
24022,0.0
31912,1134.0
23205,1890.0
15365,1899.0
18356,1315.0
26154,3860.0
23077,1315.0
14154,2703.0
23130,0.0
6057,3898.0
28047,2012.0
26412,1890.0
17957,2012.0
1089,1890.0
1161,0.0
9502,1315.0
26529,1890.0
30434,0.0
275,3189.0
29672,370.0
3757,3189.0
30020,3898.0
9363,34.0
28425,3000.0
30427,965.0
17199,0.0
20489,844.0
30047,0.0
18669,0.0
15041,0.0
21872,0.0
23898,2182.0
8299,0.0
15441,1134.0
26820,3189.0
28647,0.0
31463,3189.0
307,3189.0
29408,1315.0
1065,0.0
7445,1890.0
16509,1315.0
21172,1890.0
18474,1890.0
380,3000.0
24248,1315.0
18262,1890.0
16253,3000.0
728,1315.0
16925,366.0
6770,3000.0
8407,0.0
2019,0.0
14287,2920.0
2346,965.0
12987,1932.0
1256,100.0
23433,3027.0
21583,3898.0
12192,2771.0
7516,3898.0
12581,2703.0
20974,3898.0
15990,1315.0
15807,1890.0
4949,1315.0
9423,1890.0
6310,0.0
15373,3000.0
11689,1890.0
30477,1835.0
7552,3000.0
8818,1315.0
18907,1890.0
31623,1134.0
5739,3232.0
425,3000.0
9690,3000.0
7545,2566.0
20477,0.0
4455,2542.0
998,3860.0
9108,3860.0
29840,0.0
14047,3311.0
148,1932.0
32632,2475.0
10488,370.0
5661,1890.0
23810,1315.0
2260,0.0
28877,3056.0
16714,3898.0
9193,1890.0
21831,1682.0
17476,1315.0
28281,1315.0
13361,1890.0
26888,1890.0
29518,1890.0
9091,3000.0
17685,959.0
12571,1890.0
31987,959.0
4759,3056.0
25734,959.0
19801,2385.0
21088,2006.0
10329,370.0
7241,0.0
12646,3565.0
19165,1566.0
7726,370.0
21627,1315.0
28862,1315.0
10123,1890.0
1439,370.0
24405,3288.0
7897,1890.0
16795,1890.0
2110,0.0
2838,1890.0
9759,1315.0
6593,0.0
3898,1682.0
29955,3189.0
26798,2006.0
10033,3027.0
26323,2012.0
9419,1890.0
8703,2012.0
5987,0.0
29219,0.0
31687,3829.0
21214,0.0
1062,0.0
15065,3288.0
31308,422.0
30387,3288.0
24365,422.0
29891,2385.0
19973,1682.0
21055,3288.0
2657,1315.0
10755,1682.0
26827,1315.0
4768,1315.0
32321,1890.0
17439,1682.0
22153,1315.0
29084,370.0
12169,1890.0
28888,2478.0
22397,1890.0
26135,3056.0
8671,965.0
28353,0.0
20986,3617.0
6844,1890.0
28164,0.0
6372,3752.0
27924,3189.0
13021,0.0
27287,1739.0
832,2478.0
12269,0.0
30241,2478.0
32640,0.0
17748,2917.0
7708,3898.0
16646,3189.0
3898,3898.0
31049,3860.0
31054,2917.0
6446,2012.0
5837,965.0
3383,2385.0
28753,2012.0
18404,0.0
13655,234.0
31766,0.0
20867,234.0
27701,0.0
32636,1712.0
7089,1712.0
27331,0.0
2364,3831.0
1774,1315.0
26800,3898.0
8172,100.0
31105,1890.0
18279,1315.0
4765,1890.0
15060,1890.0
17283,1890.0
17665,1134.0
12512,965.0
24809,2917.0
27007,3189.0
30461,600.0
3498,0.0
32406,0.0
5234,2917.0
24780,0.0
5084,2917.0
32627,0.0
24457,3189.0
22745,0.0
14555,3137.0
2478,3860.0
22328,0.0
25541,0.0
3617,298.0
12302,3898.0
3027,1682.0
965,2566.0
15546,3183.0
5618,0.0
30237,1134.0
20322,0.0
24813,1890.0
28440,3027.0
7314,3898.0
5271,3898.0
