customer_id,product_id,purchase_date,quantity,purchase_count,mean_quantity,std_quantity,recency_score,frequency_score,avg_purchase_interval,parent_category_id,total_purchases,week,manufacturer_id,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5
39579,18574,2020-08-06,1,1,1.0,0.0,178,1,67.0,2901.0,1,2,1411,4,0,290,0,44
38654,4325,2020-07-18,1,1,1.0,0.0,197,1,67.0,2566.0,1,3,539,6,0,303,0,45
14304,877,2020-12-13,1,1,1.0,0.0,49,1,67.0,unknown,1,4,734,6,0,503,3,17
26215,30324,2020-07-22,1,1,1.0,0.0,193,1,67.0,3137.0,1,4,1401,4,0,97,3,44
31955,9206,2020-08-03,1,1,1.0,0.0,181,1,67.0,2920.0,1,2,1201,4,0,174,0,44
40375,28516,2021-01-30,1,1,1.0,0.0,1,1,67.0,3189.0,1,3,615,10,0,382,0,121
28186,31391,2021-01-30,1,1,1.0,0.0,1,1,67.0,3898.0,1,3,618,4,0,403,0,144
2344,13367,2020-10-13,1,1,1.0,0.0,110,1,67.0,3617.0,1,4,219,4,0,538,0,144
28326,16199,2020-11-17,1,1,1.0,0.0,75,1,67.0,unknown,1,1,408,4,0,376,0,44
29903,29801,2020-06-04,1,1,1.0,0.0,241,1,67.0,3898.0,1,1,730,4,0,474,0,-1
17974,3423,2020-07-03,1,1,1.0,0.0,212,1,67.0,1739.0,1,1,449,4,0,535,3,105
12515,9649,2020-08-27,1,1,1.0,0.0,157,1,67.0,3565.0,1,1,186,4,0,444,3,66
5773,30474,2020-08-21,1,1,1.0,0.0,163,1,67.0,3056.0,1,4,193,10,3,229,3,132
28707,29657,2020-10-05,1,1,1.0,0.0,118,1,67.0,3232.0,1,3,18,10,0,345,0,84
9113,9931,2020-11-25,1,1,1.0,0.0,67,1,67.0,2920.0,1,2,829,10,1,254,0,8
2240,795,2020-07-02,20,1,20.0,0.0,213,1,67.0,3056.0,20,1,806,4,0,453,3,166
29745,16997,2020-07-11,2,1,2.0,0.0,204,1,67.0,3027.0,2,2,120,10,0,503,3,101
9893,22870,2020-11-28,1,1,1.0,0.0,64,1,67.0,298.0,1,2,1383,10,0,537,0,30
2322,10340,2020-12-29,1,1,1.0,0.0,33,1,67.0,3898.0,1,3,1111,4,0,487,0,16
2276,21369,2020-11-12,1,1,1.0,0.0,80,1,67.0,3437.0,1,4,449,6,0,359,3,98
26068,1031,2021-01-15,1,1,1.0,0.0,16,1,67.0,3774.0,1,1,140,4,0,458,0,-1
26887,17670,2020-07-09,1,1,1.0,0.0,206,1,67.0,1566.0,1,2,1232,4,1,370,0,89
15106,5428,2020-07-05,1,1,1.0,0.0,210,1,67.0,3898.0,1,1,193,4,0,453,0,108
30771,12626,2020-12-28,6,1,6.0,0.0,34,1,67.0,361.0,6,3,1126,10,0,243,0,45
14194,15241,2020-07-08,1,1,1.0,0.0,207,1,67.0,1072.0,1,2,745,10,0,503,0,85
38671,11846,2021-01-11,1,1,1.0,0.0,20,1,67.0,1223.0,1,1,716,4,1,474,0,-1
33879,13436,2020-08-27,5,1,5.0,0.0,157,1,67.0,1178.0,5,1,1163,10,0,231,0,149
39506,8945,2020-12-05,1,3,1.0,0.0,57,3,46.5,3898.0,3,3,322,6,0,536,0,46
41638,11220,2021-01-20,3,2,2.5,0.7071067811865476,11,2,165.0,2086.0,5,2,378,10,2,421,3,3
24143,32227,2020-06-13,1,1,1.0,0.0,232,1,67.0,3898.0,1,2,615,10,0,18,0,141
14800,30288,2020-08-07,1,1,1.0,0.0,177,1,67.0,1277.0,1,2,1366,6,0,537,0,122
18595,26503,2020-07-07,1,1,1.0,0.0,208,1,67.0,3898.0,1,2,618,4,0,71,0,53
34727,9831,2020-11-10,2,1,2.0,0.0,82,1,67.0,2231.0,2,4,361,10,0,505,0,126
40781,17689,2020-07-18,1,4,1.25,0.5,140,4,19.0,3605.0,5,3,1065,6,0,503,0,45
43818,3226,2021-01-06,1,1,1.0,0.0,25,1,67.0,3189.0,1,4,1093,4,0,491,0,144
44258,19820,2020-06-21,1,1,1.0,0.0,224,1,67.0,3565.0,1,3,1023,10,0,503,0,17
17619,29342,2020-06-11,1,1,1.0,0.0,234,1,67.0,2182.0,1,2,378,6,0,421,0,6
9329,8779,2020-12-02,1,1,1.0,0.0,60,1,67.0,3898.0,1,3,539,6,0,224,3,17
13482,32623,2020-09-22,1,1,1.0,0.0,131,1,67.0,600.0,1,1,1121,6,0,503,0,122
14571,25978,2020-07-11,1,1,1.0,0.0,204,1,67.0,3860.0,1,2,408,4,0,326,0,175
12244,31391,2020-06-29,1,1,1.0,0.0,216,1,67.0,unknown,1,1,618,4,0,403,0,144
43488,5112,2020-06-16,1,1,1.0,0.0,229,1,67.0,3565.0,1,3,539,10,0,515,0,190
30582,23684,2020-08-25,2,1,2.0,0.0,159,1,67.0,3898.0,2,1,322,10,1,536,0,17
30919,9185,2020-08-10,1,1,1.0,0.0,174,1,67.0,1072.0,1,3,1496,4,0,321,0,144
16627,3547,2020-08-10,1,1,1.0,0.0,174,1,67.0,489.0,1,3,455,4,1,455,3,166
6575,24439,2020-06-01,4,1,4.0,0.0,244,1,67.0,3774.0,4,1,618,4,1,486,0,16
814,3992,2020-10-20,1,1,1.0,0.0,103,1,67.0,2917.0,1,1,888,4,0,395,0,144
1132,28827,2020-12-02,1,1,1.0,0.0,60,1,67.0,1682.0,1,3,1383,10,0,537,0,3
7359,11513,2020-07-04,2,3,2.0,0.0,30,3,90.5,3898.0,6,1,406,10,0,503,0,17
13707,1732,2020-12-15,1,1,1.0,0.0,47,1,67.0,3898.0,1,1,186,4,0,17,0,81
4754,32722,2020-07-14,2,1,2.0,0.0,201,1,67.0,1899.0,2,3,1445,10,0,-1,-1,-1
37349,10376,2020-11-20,1,1,1.0,0.0,72,1,67.0,566.0,1,1,449,4,0,535,3,105
6390,4156,2021-01-27,1,1,1.0,0.0,4,1,67.0,unknown,1,3,998,10,0,416,3,132
18901,6150,2021-01-06,1,6,1.0,0.0,25,6,33.6,3027.0,6,4,185,4,0,131,3,151
43182,3898,2020-07-17,2,1,2.0,0.0,198,1,67.0,3898.0,2,3,1410,4,1,491,0,66
28922,1933,2021-01-12,1,2,1.0,0.0,19,2,109.0,2385.0,2,1,1282,10,1,382,3,127
10655,12803,2021-01-09,2,1,2.0,0.0,22,1,67.0,3898.0,2,4,643,4,0,484,0,144
9941,17405,2020-06-10,1,1,1.0,0.0,235,1,67.0,2917.0,1,2,193,10,0,507,0,29
9596,8707,2020-06-11,1,1,1.0,0.0,234,1,67.0,1543.0,1,2,1201,6,3,190,0,84
11243,18625,2020-09-12,1,2,1.0,0.0,49,2,92.0,2109.0,2,3,839,4,0,92,3,144
33839,29884,2020-07-25,1,2,1.0,0.0,100,2,90.0,566.0,2,4,449,10,1,382,0,38
4777,3535,2021-01-31,1,1,1.0,0.0,0,1,67.0,1065.0,1,3,1180,6,0,179,0,115
33919,27433,2021-01-20,2,1,2.0,0.0,11,1,67.0,3898.0,2,2,772,10,0,503,0,17
25600,19663,2020-06-10,1,2,1.5,0.7071067811865476,215,2,20.0,3137.0,3,2,718,4,0,524,0,-1
979,30606,2020-06-12,1,1,1.0,0.0,233,1,67.0,380.0,1,2,1429,4,0,292,0,144
41270,29574,2021-01-29,1,1,1.0,0.0,2,1,67.0,unknown,1,3,157,4,0,465,0,65
42460,31748,2020-08-18,1,1,1.0,0.0,166,1,67.0,3898.0,1,4,643,10,1,124,3,45
14212,24996,2020-12-13,1,1,1.0,0.0,49,1,67.0,3898.0,1,4,539,6,0,303,0,45
34778,30852,2020-07-07,1,2,1.0,0.0,208,2,18.0,2703.0,2,2,1232,4,0,358,0,117
42967,743,2020-12-11,1,1,1.0,0.0,51,1,67.0,2917.0,1,4,1180,4,0,108,3,154
33802,11383,2020-11-13,1,1,1.0,0.0,79,1,67.0,3488.0,1,4,752,10,0,27,3,39
44970,3477,2020-12-02,1,1,1.0,0.0,60,1,67.0,3898.0,1,3,186,6,0,196,0,45
38472,23210,2020-06-27,1,1,1.0,0.0,218,1,67.0,965.0,1,4,771,10,3,503,0,17
16613,28473,2020-08-29,2,3,2.0,0.0,71,3,70.0,3189.0,6,1,771,10,0,502,0,178
21562,19997,2020-07-22,2,1,2.0,0.0,193,1,67.0,3898.0,2,4,1222,10,0,505,0,126
9467,29657,2020-08-17,4,7,3.142857142857143,0.3779644730092273,19,7,36.5,1151.0,22,4,18,10,0,345,0,84
32294,27866,2020-12-21,3,8,3.0,0.0,0,8,31.428571428571427,2566.0,24,2,127,10,0,345,0,95
7597,2147,2020-06-06,1,1,1.0,0.0,239,1,67.0,3898.0,1,1,406,10,0,503,0,85
28655,16303,2020-08-02,1,1,1.0,0.0,182,1,67.0,661.0,1,1,225,4,0,277,0,44
43778,14016,2020-10-16,1,1,1.0,0.0,107,1,67.0,566.0,1,4,1371,10,0,344,0,95
26191,18630,2021-01-03,2,1,2.0,0.0,28,1,67.0,3898.0,2,3,6,4,0,291,0,44
43939,27868,2021-01-12,4,2,3.0,1.4142135623730951,19,2,43.0,unknown,6,1,539,6,1,516,3,17
34098,29567,2021-01-30,1,1,1.0,0.0,1,1,67.0,1739.0,1,3,1445,3,0,-1,-1,-1
41240,1782,2020-06-30,1,1,1.0,0.0,215,1,67.0,unknown,1,1,6,4,3,321,0,144
38778,365,2020-06-08,1,1,1.0,0.0,237,1,67.0,2917.0,1,2,258,6,0,308,0,115
3744,8532,2020-11-03,1,2,1.0,0.0,89,2,107.0,2208.0,2,3,1222,10,0,502,0,43
45912,31683,2020-06-29,1,2,1.0,0.0,96,2,120.0,unknown,2,1,1371,4,0,484,3,175
39190,29657,2020-07-24,8,3,8.0,0.0,2,3,94.5,3056.0,24,4,18,10,0,345,0,84
3344,2442,2020-09-03,1,1,1.0,0.0,150,1,67.0,3898.0,1,2,1058,6,1,491,0,117
38379,9599,2020-07-06,1,1,1.0,0.0,209,1,67.0,3898.0,1,2,1222,10,0,503,0,17
21347,23582,2020-10-03,1,1,1.0,0.0,120,1,67.0,431.0,1,2,569,4,0,21,3,52
37748,8274,2020-10-27,1,1,1.0,0.0,96,1,67.0,3808.0,1,2,1201,4,0,386,0,118
5124,1932,2020-09-02,2,1,2.0,0.0,151,1,67.0,566.0,2,2,186,4,0,319,0,144
43454,19043,2020-09-22,1,1,1.0,0.0,131,1,67.0,3898.0,1,1,186,10,3,27,3,39
16433,7420,2020-11-15,1,1,1.0,0.0,77,1,67.0,1932.0,1,4,632,4,0,536,3,144
11858,10057,2020-06-27,1,1,1.0,0.0,218,1,67.0,3898.0,1,4,618,4,3,108,0,16
35507,11532,2020-06-06,1,1,1.0,0.0,239,1,67.0,2478.0,1,1,186,6,0,506,3,17
26167,20324,2020-11-16,2,6,1.5,0.5477225575051662,52,6,34.2,2012.0,9,1,994,10,1,421,0,4
13853,22272,2020-07-26,2,1,2.0,0.0,189,1,67.0,2703.0,2,4,1388,6,0,511,0,37
8602,12499,2020-09-10,1,1,1.0,0.0,143,1,67.0,2542.0,1,3,1105,4,0,486,0,48
36069,15885,2020-12-15,1,1,1.0,0.0,47,1,67.0,3288.0,1,1,325,10,0,513,3,17
43884,11294,2020-12-05,1,1,1.0,0.0,57,1,67.0,3241.0,1,3,1371,4,0,92,3,144
37580,21765,2020-09-20,1,1,1.0,0.0,133,1,67.0,1072.0,1,4,322,4,1,536,0,144
23213,14226,2020-12-10,1,1,1.0,0.0,52,1,67.0,3898.0,1,4,322,4,2,536,0,144
16839,2518,2020-08-21,1,1,1.0,0.0,163,1,67.0,1566.0,1,4,1279,10,1,425,0,102
20730,18411,2020-06-26,1,1,1.0,0.0,219,1,67.0,566.0,1,4,1316,4,3,474,0,-1
2252,3914,2020-10-03,1,1,1.0,0.0,120,1,67.0,361.0,1,2,1201,4,0,39,0,151
15662,22757,2020-07-10,1,1,1.0,0.0,205,1,67.0,unknown,1,2,186,4,0,28,0,81
32415,5627,2021-01-04,3,1,3.0,0.0,27,1,67.0,3898.0,3,4,369,4,0,474,0,-1
26583,461,2020-11-14,1,1,1.0,0.0,78,1,67.0,1637.0,1,4,406,10,0,503,0,17
8722,5373,2020-10-08,1,1,1.0,0.0,115,1,67.0,425.0,1,3,186,1,0,267,0,78
2992,25254,2020-08-17,1,1,1.0,0.0,167,1,67.0,100.0,1,4,378,10,0,412,3,3
39095,27871,2020-09-14,3,4,2.25,0.957427107756338,34,4,60.666666666666664,119.0,9,4,157,10,0,150,0,61
12374,11188,2020-11-30,5,3,5.0,0.0,62,3,79.0,3860.0,15,3,6,4,0,71,0,53
5604,6363,2020-10-31,1,2,1.0,0.0,92,2,97.0,3794.0,2,2,286,6,0,9,0,45
8408,19964,2020-08-24,2,2,1.5,0.7071067811865476,73,2,87.0,1151.0,3,1,851,4,1,487,0,66
